 obsname
PF_1 -99852.46198860963
DS_1 -908157.4090371344
U01_1 12.24011215564033
U02_1 12.20419224095438
U03_1 12.12905178386463
U04_1 11.71996140917732
U05_1 11.38330357134899
U06_1 10.99234742212197
U07_1 9.82670091623588
U08_1 9.892580973154708
U09_1 9.176768277692997
U10_1 10.44646029236644
U11_1 3.338311583938002
U12_1 4.447021789139924
U13_1 7.550974124542019
U14_1 2.371985913923216
U15_1 4.631573903547867
U16_1 2.385970140646783
U17_1 6.376080299507201
L1STAGE_1 11.60979897
L1FLUX_1 -2092.453146
W01_1 12.23467875218571
W02_1 12.19762570944626
W03_1 12.12401608883877
W04_1 11.71516847223153
W05_1 11.37636570524163
W06_1 10.98732585887291
W07_1 9.818660198950507
W08_1 9.846085117169771
W09_1 9.168839876111074
W10_1 10.44004929287304
W11_1 3.331111982374687
W12_1 4.441002382219135
W13_1 7.545907092946314
W14_1 2.365422374263071
W15_1 4.623333062385697
W16_1 2.37885274323397
W17_1 6.369634035035412
PF_2 -82395.57812661305
DS_2 -641986.2643831333
U01_2 10.88628003624613
U02_2 10.94675048908419
U03_2 10.80845802709211
U04_2 10.43791372127619
U05_2 10.37029687982591
U06_2 9.754090712004086
U07_2 9.22272194665496
U08_2 9.24262178909961
U09_2 8.140566122704932
U10_2 9.078746765848036
U11_2 3.049722146853645
U12_2 3.458380152644519
U13_2 5.551689785502765
U14_2 2.089112568101311
U15_2 1.700765823949666
U16_2 2.084151082065338
U17_2 3.779496313796105
L1STAGE_2 10.90340467
L1FLUX_2 66735.44014
W01_2 10.88078698657465
W02_2 10.94015234735941
W03_2 10.80338251770383
W04_2 10.43307670667531
W05_2 10.36316703740818
W06_2 9.749018486853153
W07_2 9.214750863841177
W08_2 9.196226480809257
W09_2 8.132624551132208
W10_2 9.072246330458048
W11_2 3.042515362137951
W12_2 3.452597069718845
W13_2 5.54649472581177
W14_2 2.082373492569753
W15_2 1.687312712778203
W16_2 2.077025085738403
W17_2 3.772927092754618
PF_3 -84075.2725375203
DS_3 -613806.0194095797
U01_3 11.0902394289819
U02_3 11.10171266921658
U03_3 11.04492815458074
U04_3 10.74587419614969
U05_3 10.54409410211754
U06_3 10.12721675682363
U07_3 9.095809005000737
U08_3 9.224121538576837
U09_3 8.503000012203064
U10_3 9.649679629382888
U11_3 2.631700455955005
U12_3 4.053905584315718
U13_3 7.013398084100278
U14_3 1.229414563827829
U15_3 4.211673883669651
U16_3 1.152609603123079
U17_3 5.921623050925744
L1STAGE_3 10.90206123
L1FLUX_3 38555.41562
W01_3 11.08472420494286
W02_3 11.09512018491495
W03_3 11.03986129484858
W04_3 10.74105572410223
W05_3 10.53708393344644
W06_3 10.12219534389151
W07_3 9.087732844649889
W08_3 9.177616454239326
W09_3 8.495177904035195
W10_3 9.643268587004613
W11_3 2.624470331527745
W12_3 4.047932783517059
W13_3 7.008324005048827
W14_3 1.221917703097897
W15_3 4.203458901152811
W16_3 1.145467316579699
W17_3 5.91515954277892
