time,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17
1.000000000000,11.83384855845659,11.81931782195758,11.71777408037383,11.31828941839240,10.89466160176429,10.60422978042256,9.323701393756131,9.366183270572890,8.831905371997930,10.10789222875207,3.248236944489272,4.335426968957856,7.361750958617541,2.321531131888923,4.527697632520634,2.338629942594125,6.243618066204764
