time,WEL(WEL-1)_IN,RIV(RIV-1)_IN,RCHA(RCH-1)_IN,CHD(CHD-1)_IN,WEL(WEL-1)_OUT,RIV(RIV-1)_OUT,RCHA(RCH-1)_OUT,CHD(CHD-1)_OUT,TOTAL_IN,TOTAL_OUT,PERCENT_DIFFERENCE
1.000000000000000,.000000000000000,.000000000000000,851083.7500000000,88315.73399606296,.000000000000000,880784.9575401725,.000000000000000,58615.04354110901,939399.4839960630,939400.0010812815,-.5504421547481547E-04
