time,U01,U02,U03,U04,U05,U06,U07,U08,U09,U10,U11,U12,U13,U14,U15,U16,U17
1.000000000000,11.83928660600769,11.82589444375240,11.72282293598774,11.32309412265464,10.90152146461217,10.60925139275020,9.331640940451244,9.412402547233242,8.839737971521595,10.11430112375486,3.255423835548156,4.341405415799993,7.366817231173874,2.328108238733350,4.535908870255814,2.345747646785825,6.250068399764356
